# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	ERR526049
UniClust90_41480-ABOCIGDP_01120|unclassified	64.1191435995
UniRef90_C6ZA63	64.1062165667
UniRef90_C6ZA63|s__Bacteroides_faecis.t__SGB1860	64.1062165667
UniClust90_43452-GPBNAAFD_01086	64.1023217406
UniClust90_43452-GPBNAAFD_01086|unclassified	64.1023217406
UniRef90_UNK15292-JGGKIMOD_01309	64.0381582953
UniRef90_UNK15292-JGGKIMOD_01309|unclassified	64.0381582953
UniClust90_4510-BECIFOEA_00181	64.0192714800
UniClust90_4510-BECIFOEA_00181|unclassified	64.0192714800
UniRef90_A6KYK4	64.0015860831
UniRef90_A6KYK4|s__Bacteroides_uniformis.t__SGB1836	31.2159555076
UniRef90_A6KYK4|s__Phocaeicola_vulgatus.t__SGB1814	20.9900813690
UniRef90_A6KYK4|s__Bacteroides_caccae.t__SGB1877	11.7955492065
UniRef90_A0A172E9U8	63.9904501290
UniRef90_A0A172E9U8|unclassified	63.9904501290
UniClust90_69346-MDDANEGK_00522	63.9429626884
UniClust90_69346-MDDANEGK_00522|unclassified	63.9429626884
UniRef90_R5B2I6	63.8944080358
UniRef90_R5B2I6|unclassified	63.8944080358
UniClust90_41559-CEPAMNCG_00257	63.8915942700
UniClust90_41559-CEPAMNCG_00257|unclassified	63.8915942700
UniClust90_14348-CMIEICMH_00553	63.8223458366
UniClust90_14348-CMIEICMH_00553|unclassified	63.8223458366
UniRef90_UNK15333-JHKGCDHL_01395	63.8171922793
UniRef90_UNK15333-JHKGCDHL_01395|unclassified	63.8171922793
UniRef90_UNK4963-NGCBLMAK_00436	63.8132514900
UniRef90_UNK4963-NGCBLMAK_00436|unclassified	63.8132514900
UniRef90_A0A3E4N512	63.8039247151
UniRef90_A0A3E4N512|s__Bacteroides_uniformis.t__SGB1836	25.7575355991
UniRef90_A0A3E4N512|s__Bacteroides_faecis.t__SGB1860	16.0637960525
UniRef90_A0A3E4N512|s__Bacteroides_caccae.t__SGB1877	15.4482109791
UniRef90_A0A3E4N512|s__Phocaeicola_vulgatus.t__SGB1814	6.5343820843
UniRef90_A0A1C5PFD7	63.7665871921
UniRef90_A0A1C5PFD7|unclassified	63.7665871921
UniClust90_41468-DBHGIMPD_01090	63.7619392592
UniClust90_41468-DBHGIMPD_01090|unclassified	63.7619392592
UniRef90_A0A1M4PJZ8	63.7396615867
UniRef90_A0A1M4PJZ8|unclassified	63.7396615867
UniRef90_A0A3D1LB50	63.7172435734
UniRef90_A0A3D1LB50|unclassified	63.7172435734
UniRef90_A0A069S0G1	63.7100273314
UniRef90_A0A069S0G1|s__Bacteroides_faecis.t__SGB1860	41.2124931830
UniRef90_A0A069S0G1|s__Phocaeicola_vulgatus.t__SGB1814	22.4975341483
UniRef90_UNK4950-LOFAJJEG_01093	63.7016884181
UniRef90_UNK4950-LOFAJJEG_01093|unclassified	63.7016884181
UniRef90_A0A116MR50	63.6927018471
UniRef90_A0A116MR50|unclassified	63.6927018471
UniRef90_A0A174DDT2	63.6665251866
UniRef90_A0A174DDT2|unclassified	63.6665251866
UniClust90_14020-IGFBMGHE_01256	63.6622231704
UniClust90_14020-IGFBMGHE_01256|unclassified	63.6622231704
UniRef90_UNK5270-FFFOIOIA_00806	63.6508580275
UniRef90_UNK5270-FFFOIOIA_00806|unclassified	63.6508580275
UniClust90_7275-ENFGOKBC_01707	63.6444285297
UniClust90_7275-ENFGOKBC_01707|unclassified	63.6444285297
UniClust90_41604-LPHILEGG_03803	63.6413511126
UniClust90_41604-LPHILEGG_03803|unclassified	63.6413511126
UniClust90_41470-JIOCNGDI_01172	63.6280283456
UniClust90_41470-JIOCNGDI_01172|unclassified	63.6280283456
UniClust90_1190-ADJHKMEG_01557	63.5546307106
UniClust90_1190-ADJHKMEG_01557|unclassified	63.5546307106
UniClust90_82509-HMJGNHHI_03732	63.5323386587
UniClust90_82509-HMJGNHHI_03732|unclassified	63.5323386587
UniRef90_K1RHG7	63.5280479990
UniRef90_K1RHG7|unclassified	63.5280479990
UniClust90_7421-BDGECKDE_01858	63.5246654515
UniClust90_7421-BDGECKDE_01858|unclassified	63.5246654515
UniClust90_41478-KNEIOHIC_01353	63.5206544092
UniClust90_41478-KNEIOHIC_01353|unclassified	63.5206544092
UniRef90_C7GGM5	63.4974857459
UniRef90_C7GGM5|unclassified	63.4974857459
UniRef90_UNK4949-AODOPFJP_01928	63.4470227944
UniRef90_UNK4949-AODOPFJP_01928|unclassified	63.4470227944
UniRef90_E7GJG9	63.4085561257
UniRef90_E7GJG9|unclassified	63.4085561257
UniRef90_A0A084JHL5	63.3877881214
UniRef90_A0A084JHL5|unclassified	63.3877881214
UniClust90_41529-GFOODOBE_00225	63.3848730958
UniClust90_41529-GFOODOBE_00225|unclassified	63.3848730958
UniRef90_D4K014	63.3807456663
UniRef90_D4K014|unclassified	63.3807456663
UniRef90_UNK15346-BDEHHHKF_02127	63.3731881085
UniRef90_UNK15346-BDEHHHKF_02127|unclassified	63.3731881085
UniRef90_D4IN69	63.3558107526
UniRef90_D4IN69|s__Bacteroides_uniformis.t__SGB1836	21.1572090752
UniRef90_D4IN69|s__Phocaeicola_vulgatus.t__SGB1814	17.9966118919
UniRef90_D4IN69|s__Bacteroides_caccae.t__SGB1877	16.9691891081
UniRef90_D4IN69|s__Bacteroides_faecis.t__SGB1860	7.2328006773
UniClust90_41576-PGIPHIAJ_02564	63.3197336984
UniClust90_41576-PGIPHIAJ_02564|unclassified	63.3197336984
UniRef90_Q8A474	63.3118643088
UniRef90_Q8A474|s__Phocaeicola_vulgatus.t__SGB1814	45.8343176555
UniRef90_Q8A474|s__Bacteroides_faecis.t__SGB1860	8.2340310428
UniRef90_Q8A474|s__Bacteroides_caccae.t__SGB1877	6.8820004029
UniRef90_Q8A474|s__Bacteroides_uniformis.t__SGB1836	2.3615152076
UniRef90_UNK41496-EGNHOCHL_00224	63.3114365959
UniRef90_UNK41496-EGNHOCHL_00224|unclassified	63.3114365959
UniRef90_UNK4950-IJBEHEKP_02063	63.3073459221
UniRef90_UNK4950-IJBEHEKP_02063|unclassified	63.3073459221
UniRef90_A0A3C0VS58	63.2640741600
UniRef90_A0A3C0VS58|unclassified	63.2640741600
UniClust90_7360-NOCEFLHO_03844	63.2213074803
UniClust90_7360-NOCEFLHO_03844|unclassified	63.2213074803
UniClust90_37118-KLNFOBLF_01089	63.2133428474
UniClust90_37118-KLNFOBLF_01089|unclassified	63.2133428474
UniClust90_5083-FHFJODOL_00671	63.1996628498
UniClust90_5083-FHFJODOL_00671|unclassified	63.1996628498
UniRef90_C7GFF6	63.1846339252
UniRef90_C7GFF6|unclassified	63.1846339252
UniRef90_R5PKN0	63.1659020925
UniRef90_R5PKN0|s__Sutterella_wadsworthensis.t__SGB9283	63.1659020925
UniRef90_A0A174BU74	63.1004627618
UniRef90_A0A174BU74|unclassified	63.1004627618
UniRef90_A0A173RGN5	63.0906326321
UniRef90_A0A173RGN5|unclassified	63.0906326321
UniClust90_15229-DOEIEDBB_01170	63.0830581304
UniClust90_15229-DOEIEDBB_01170|unclassified	63.0830581304
UniRef90_A0A173VU55	63.0702785962
UniRef90_A0A173VU55|unclassified	63.0702785962
UniRef90_A0A173UNW2	63.0637769245
UniRef90_A0A173UNW2|unclassified	63.0637769245
UniRef90_A0A349YHP4	63.0478348127
UniRef90_A0A349YHP4|unclassified	63.0478348127
UniRef90_R6AYE4	62.9892102524
UniRef90_R6AYE4|unclassified	62.9892102524
UniRef90_A0A1Y4PCG7	62.9615029894
UniRef90_A0A1Y4PCG7|s__Bacteroides_faecis.t__SGB1860	19.9975713331
UniRef90_A0A1Y4PCG7|s__Bacteroides_caccae.t__SGB1877	16.9906557950
UniRef90_A0A1Y4PCG7|s__Phocaeicola_vulgatus.t__SGB1814	14.5169420670
UniRef90_A0A1Y4PCG7|s__Bacteroides_uniformis.t__SGB1836	11.4563337943
UniRef90_C7GB43	62.9607630707
UniRef90_C7GB43|unclassified	62.9607630707
UniClust90_6066-DHGLEEKL_01808	62.9226702404
UniClust90_6066-DHGLEEKL_01808|unclassified	62.9226702404
UniRef90_A0A3D1NXY8	62.9182118721
UniRef90_A0A3D1NXY8|unclassified	62.9182118721
UniRef90_Q8A465	62.8975972824
UniRef90_Q8A465|s__Bacteroides_faecis.t__SGB1860	21.9015128831
UniRef90_Q8A465|s__Phocaeicola_vulgatus.t__SGB1814	15.3612403288
UniRef90_Q8A465|s__Bacteroides_caccae.t__SGB1877	13.0368799550
UniRef90_Q8A465|s__Bacteroides_uniformis.t__SGB1836	12.5979641154
UniRef90_A0A139MM45	62.8501689840
UniRef90_A0A139MM45|unclassified	62.8501689840
UniRef90_A0A0L7D2I3	62.8439371450
UniRef90_A0A0L7D2I3|s__Bifidobacterium_longum.t__SGB17248	62.8439371450
UniRef90_A0A0P0LMH0	62.8295383855
UniRef90_A0A0P0LMH0|s__Phocaeicola_vulgatus.t__SGB1814	41.7114768423
UniRef90_A0A0P0LMH0|unclassified	21.1180615431
UniRef90_A0A0P0M1N2	62.8168745958
UniRef90_A0A0P0M1N2|s__Phocaeicola_vulgatus.t__SGB1814	37.8831269675
UniRef90_A0A0P0M1N2|unclassified	24.9337476283
UniRef90_A0A174KP22	62.8075458387
UniRef90_A0A174KP22|unclassified	62.8075458387
UniRef90_C7H1W5	62.7827810219
UniRef90_C7H1W5|unclassified	62.7827810219
UniRef90_B3CC93	62.7745960652
UniRef90_B3CC93|s__Bacteroides_uniformis.t__SGB1836	21.3439565823
UniRef90_B3CC93|s__Bacteroides_caccae.t__SGB1877	15.8861318354
UniRef90_B3CC93|s__Bacteroides_faecis.t__SGB1860	9.7836031209
UniRef90_B3CC93|s__Parabacteroides_distasonis.t__SGB1934	9.2979204345
UniRef90_B3CC93|s__Phocaeicola_vulgatus.t__SGB1814	6.4629840921
UniRef90_A0A1H5V577	62.7452731088
UniRef90_A0A1H5V577|s__Phocaeicola_vulgatus.t__SGB1814	61.7276650024
UniRef90_A0A1H5V577|s__Parabacteroides_distasonis.t__SGB1934	1.0176081064
UniRef90_A0A015TTT0	62.7246465310
UniRef90_A0A015TTT0|s__Bacteroides_uniformis.t__SGB1836	38.7494070360
UniRef90_A0A015TTT0|s__Phocaeicola_vulgatus.t__SGB1814	14.2352761908
UniRef90_A0A015TTT0|s__Bacteroides_caccae.t__SGB1877	4.8699816521
UniRef90_A0A015TTT0|s__Bacteroides_faecis.t__SGB1860	4.8699816521
UniRef90_A0A0P0M0E8	62.6925603422
UniRef90_A0A0P0M0E8|s__Phocaeicola_vulgatus.t__SGB1814	39.0563014307
UniRef90_A0A0P0M0E8|unclassified	23.6362589115
UniClust90_71664-MGCAMCGF_01918	62.6836640452
UniClust90_71664-MGCAMCGF_01918|unclassified	62.6836640452
UniRef90_A0A1C5R451	62.6641420281
UniRef90_A0A1C5R451|unclassified	62.6641420281
UniRef90_C7G5X2	62.6387637961
UniRef90_C7G5X2|unclassified	62.6387637961
UniRef90_D6D3M3	62.6352136217
UniRef90_D6D3M3|s__Bacteroides_caccae.t__SGB1877	20.4305203413
UniRef90_D6D3M3|s__Parabacteroides_distasonis.t__SGB1934	18.7402944808
UniRef90_D6D3M3|s__Phocaeicola_vulgatus.t__SGB1814	15.0120798013
UniRef90_D6D3M3|s__Bacteroides_faecis.t__SGB1860	8.2017863520
UniRef90_D6D3M3|s__Bacteroides_uniformis.t__SGB1836	0.2505326462
UniRef90_A0A173ZKQ6	62.6224029937
UniRef90_A0A173ZKQ6|unclassified	62.6224029937
UniClust90_9297-BANNHBGP_01929	62.6095644395
UniClust90_9297-BANNHBGP_01929|unclassified	62.6095644395
UniRef90_D1KAH7	62.5970329993
UniRef90_D1KAH7|s__Phocaeicola_vulgatus.t__SGB1814	62.5970329993
UniClust90_15143-JJCOIAHB_01616	62.5964526397
UniClust90_15143-JJCOIAHB_01616|unclassified	62.5964526397
UniClust90_4691-NMLIJOJN_02255	62.5898367639
UniClust90_4691-NMLIJOJN_02255|unclassified	62.5898367639
UniRef90_C3REB0	62.5881187782
UniRef90_C3REB0|s__Phocaeicola_vulgatus.t__SGB1814	62.5881187782
UniRef90_J9F8X8	62.5640880529
UniRef90_J9F8X8|unclassified	62.5640880529
UniRef90_UNK41588-GFJIDFDG_02643	62.5517065301
UniRef90_UNK41588-GFJIDFDG_02643|unclassified	62.5517065301
UniRef90_F3PV94	62.4497928133
UniRef90_F3PV94|s__Phocaeicola_vulgatus.t__SGB1814	21.0744941374
UniRef90_F3PV94|s__Bacteroides_caccae.t__SGB1877	17.0505775615
UniRef90_F3PV94|s__Bacteroides_faecis.t__SGB1860	14.3163030858
UniRef90_F3PV94|s__Bacteroides_uniformis.t__SGB1836	10.0084180286
UniClust90_42083-ACPKOMKP_00606	62.4482959030
UniClust90_42083-ACPKOMKP_00606|unclassified	62.4482959030
UniClust90_4881-CFBGKLKB_02289	62.4154185482
UniClust90_4881-CFBGKLKB_02289|unclassified	62.4154185482
UniRef90_A0A3A9CXQ8	62.4030767371
UniRef90_A0A3A9CXQ8|unclassified	62.4030767371
UniRef90_A0A1V5Q2D3	62.3483094089
UniRef90_A0A1V5Q2D3|unclassified	62.3483094089
UniClust90_4589-JMFGOCMO_00867	62.3379514048
UniClust90_4589-JMFGOCMO_00867|unclassified	62.3379514048
UniClust90_4283-KHDNMHCE_01633	62.3177349928
UniClust90_4283-KHDNMHCE_01633|unclassified	62.3177349928
UniClust90_17278-LLKADOKG_01506	62.2803214455
UniClust90_17278-LLKADOKG_01506|unclassified	62.2803214455
UniClust90_5197-AGPGFINN_00979	62.2469829614
UniClust90_5197-AGPGFINN_00979|unclassified	62.2469829614
UniRef90_A0A173YBU1	62.2107685125
UniRef90_A0A173YBU1|unclassified	62.2107685125
UniRef90_A0A3P8MBK9	62.2016695715
UniRef90_A0A3P8MBK9|unclassified	62.2016695715
UniRef90_A0A0X8VDQ7	62.1727687516
UniRef90_A0A0X8VDQ7|unclassified	62.1727687516
UniRef90_A0A0M1W9B9	62.1666864344
UniRef90_A0A0M1W9B9|s__Phocaeicola_vulgatus.t__SGB1814	53.1128612292
UniRef90_A0A0M1W9B9|s__Parabacteroides_distasonis.t__SGB1934	4.6472978289
UniRef90_A0A0M1W9B9|s__Bacteroides_uniformis.t__SGB1836	4.4065273764
UniRef90_E2ZHY0	62.1643751076
UniRef90_E2ZHY0|unclassified	62.1643751076
UniRef90_C7H875	62.1620807437
UniRef90_C7H875|unclassified	62.1620807437
UniClust90_41457-PJAMDPPB_02400	62.1413942614
UniClust90_41457-PJAMDPPB_02400|unclassified	62.1413942614
UniClust90_1917-NIFHKBEI_03102	62.1358597882
UniClust90_1917-NIFHKBEI_03102|unclassified	62.1358597882
UniClust90_41537-MOPNDODN_00055	62.1358597882
UniClust90_41537-MOPNDODN_00055|unclassified	62.1358597882
UniClust90_4769-EPOFDNDK_01633	62.1358597882
UniClust90_4769-EPOFDNDK_01633|unclassified	62.1358597882
UniRef90_A0A3C0ZWS8	62.1146891523
UniRef90_A0A3C0ZWS8|unclassified	62.1146891523
UniRef90_A0A0N7J6T6	62.1126228366
UniRef90_A0A0N7J6T6|s__Phocaeicola_vulgatus.t__SGB1814	39.6540808593
UniRef90_A0A0N7J6T6|unclassified	22.4585419773
UniRef90_A0A078PRK1	62.0863844436
UniRef90_A0A078PRK1|s__Bacteroides_caccae.t__SGB1877	62.0863844436
UniClust90_14998-BCKLLLAB_01207	62.0502983694
UniClust90_14998-BCKLLLAB_01207|unclassified	62.0502983694
UniRef90_A0A174ZC98	61.9593939200
UniRef90_A0A174ZC98|unclassified	61.9593939200
UniRef90_A0A355BHK1	61.9552912245
UniRef90_A0A355BHK1|unclassified	61.9552912245
UniRef90_A0A076IZR8	61.9454632895
UniRef90_A0A076IZR8|s__Phocaeicola_vulgatus.t__SGB1814	61.9454632895
UniClust90_4965-CLJOKHOB_02025	61.9449654047
UniClust90_4965-CLJOKHOB_02025|unclassified	61.9449654047
UniRef90_E7H034	61.8981758407
UniRef90_E7H034|s__Sutterella_wadsworthensis.t__SGB9283	61.8981758407
UniRef90_A0A174TQR4	61.8443513656
UniRef90_A0A174TQR4|s__Phocaeicola_vulgatus.t__SGB1814	33.3548399132
UniRef90_A0A174TQR4|s__Bacteroides_faecis.t__SGB1860	18.8808627653
UniRef90_A0A174TQR4|s__Bacteroides_uniformis.t__SGB1836	9.6086486871
UniClust90_41475-OKLGDOBP_00700	61.8346022395
UniClust90_41475-OKLGDOBP_00700|unclassified	61.8346022395
UniClust90_41468-MIBIABNH_00172	61.8309949018
UniClust90_41468-MIBIABNH_00172|unclassified	61.8309949018
UniRef90_A0A174GWM5	61.8091968978
UniRef90_A0A174GWM5|unclassified	61.8091968978
UniClust90_14890-PJBKCIEF_00075	61.8015506064
UniClust90_14890-PJBKCIEF_00075|unclassified	61.8015506064
UniRef90_A0A1C6FRX4	61.7982295514
UniRef90_A0A1C6FRX4|unclassified	61.7982295514
UniClust90_28613-EFIOOMMM_02879	61.7824457908
UniClust90_28613-EFIOOMMM_02879|unclassified	61.7824457908
UniRef90_A0A173Y7X4	61.7481784976
UniRef90_A0A173Y7X4|unclassified	61.7481784976
UniRef90_A0A1C5PHS8	61.7304495045
UniRef90_A0A1C5PHS8|unclassified	61.7304495045
UniClust90_4948-FJKMMAFF_01222	61.7086363976
UniClust90_4948-FJKMMAFF_01222|unclassified	61.7086363976
UniRef90_A0A381JM37	61.6960217838
UniRef90_A0A381JM37|unclassified	61.6960217838
UniClust90_41596-LEKPCCEM_01974	61.6949268004
UniClust90_41596-LEKPCCEM_01974|unclassified	61.6949268004
UniRef90_A0A414JJI5	61.6809300695
UniRef90_A0A414JJI5|s__Bacteroides_uniformis.t__SGB1836	54.9913183184
UniRef90_A0A414JJI5|s__Phocaeicola_vulgatus.t__SGB1814	6.6896117510
UniRef90_UNK4950-BELBDLOC_01210	61.6712513187
UniRef90_UNK4950-BELBDLOC_01210|unclassified	61.6712513187
UniRef90_A0A1G5S2L4	61.6667471613
UniRef90_A0A1G5S2L4|unclassified	61.6667471613
UniClust90_4906-JKEMIOFI_00266	61.6450544148
UniClust90_4906-JKEMIOFI_00266|unclassified	61.6450544148
UniClust90_20496-CNJFCBEC_01372	61.6445917325
UniClust90_20496-CNJFCBEC_01372|unclassified	61.6445917325
UniRef90_A0A143XEM3	61.6427484625
UniRef90_A0A143XEM3|unclassified	61.6427484625
UniRef90_C7GFY9	61.6342044435
UniRef90_C7GFY9|unclassified	61.6342044435
UniClust90_41546-HKBKKEIB_01632	61.6235953976
UniClust90_41546-HKBKKEIB_01632|unclassified	61.6235953976
UniRef90_A0A494WF49	61.6215170415
UniRef90_A0A494WF49|unclassified	61.6215170415
UniRef90_R7BP17	61.5937585505
UniRef90_R7BP17|unclassified	61.5937585505
UniRef90_A0A0P0M1E3	61.5841603311
UniRef90_A0A0P0M1E3|s__Phocaeicola_vulgatus.t__SGB1814	42.4281767065
UniRef90_A0A0P0M1E3|unclassified	19.1559836246
UniClust90_15507-CFGNJDMI_00145	61.5734433619
UniClust90_15507-CFGNJDMI_00145|unclassified	61.5734433619
UniRef90_C7GCB1	61.5611440107
UniRef90_C7GCB1|unclassified	61.5611440107
UniRef90_Q56VG8	61.5423778053
UniRef90_Q56VG8|s__Parabacteroides_distasonis.t__SGB1934	28.4899883381
UniRef90_Q56VG8|s__Bacteroides_uniformis.t__SGB1836	15.3546903179
UniRef90_Q56VG8|s__Bacteroides_caccae.t__SGB1877	15.3292480439
UniRef90_Q56VG8|s__Phocaeicola_vulgatus.t__SGB1814	1.2562823468
UniRef90_Q56VG8|s__Bacteroides_faecis.t__SGB1860	1.1121687585
UniClust90_62927-PLALJCHE_01489	61.5384519939
UniClust90_62927-PLALJCHE_01489|unclassified	61.5384519939
UniClust90_64294-BPIJCEJB_01727	61.5332530635
UniClust90_64294-BPIJCEJB_01727|unclassified	61.5332530635
UniRef90_A0A1C5RD16	61.5321748908
UniRef90_A0A1C5RD16|unclassified	61.5321748908
UniRef90_A0A108TDE6	61.4966370680
UniRef90_A0A108TDE6|s__Bacteroides_uniformis.t__SGB1836	41.9698470837
UniRef90_A0A108TDE6|s__Phocaeicola_vulgatus.t__SGB1814	19.5267899843
UniRef90_A0A174DZQ1	61.4573977641
UniRef90_A0A174DZQ1|unclassified	61.4573977641
UniClust90_14291-PILIGICC_01406	61.4236353895
UniClust90_14291-PILIGICC_01406|unclassified	61.4236353895
UniRef90_C7G7F0	61.4067954923
UniRef90_C7G7F0|unclassified	61.4067954923
UniClust90_6235-BNADDLHJ_01730	61.4059657977
UniClust90_6235-BNADDLHJ_01730|unclassified	61.4059657977
UniRef90_A0A174X066	61.3945657857
UniRef90_A0A174X066|unclassified	61.3945657857
UniRef90_D4JYZ2	61.3898589178
UniRef90_D4JYZ2|unclassified	61.3898589178
UniRef90_A6LFQ4	61.3648040607
UniRef90_A6LFQ4|s__Phocaeicola_vulgatus.t__SGB1814	34.2646082672
UniRef90_A6LFQ4|s__Bacteroides_caccae.t__SGB1877	10.2857219287
UniRef90_A6LFQ4|s__Bacteroides_faecis.t__SGB1860	8.9228003644
UniRef90_A6LFQ4|s__Bacteroides_uniformis.t__SGB1836	4.6408791144
UniRef90_A6LFQ4|s__Parabacteroides_distasonis.t__SGB1934	3.2507943859
UniRef90_A0A174EHX2	61.3315066349
UniRef90_A0A174EHX2|unclassified	61.3315066349
UniRef90_A0A1F0I2K4	61.3271131086
UniRef90_A0A1F0I2K4|s__Bacteroides_faecis.t__SGB1860	29.8403138848
UniRef90_A0A1F0I2K4|s__Bacteroides_uniformis.t__SGB1836	16.1132115964
UniRef90_A0A1F0I2K4|s__Phocaeicola_vulgatus.t__SGB1814	15.3735876273
UniClust90_19460-OBGFONJH_00118	61.3130783359
UniClust90_19460-OBGFONJH_00118|unclassified	61.3130783359
UniClust90_2296-FAJJLPFG_01290	61.3115106653
UniClust90_2296-FAJJLPFG_01290|unclassified	61.3115106653
UniClust90_43916-KNIJABLL_01104	61.2783568450
UniClust90_43916-KNIJABLL_01104|unclassified	61.2783568450
UniRef90_Q5CZE8	61.2711645063
UniRef90_Q5CZE8|s__Phocaeicola_vulgatus.t__SGB1814	61.2711645063
UniRef90_UNK63300-PBLEGPPK_01157	61.2082892709
UniRef90_UNK63300-PBLEGPPK_01157|unclassified	61.2082892709
UniRef90_B3CCI6	61.1708077677
UniRef90_B3CCI6|s__Bacteroides_faecis.t__SGB1860	24.0935504207
UniRef90_B3CCI6|s__Bacteroides_caccae.t__SGB1877	15.6934315258
UniRef90_B3CCI6|s__Bacteroides_uniformis.t__SGB1836	10.9757258161
UniRef90_B3CCI6|s__Phocaeicola_vulgatus.t__SGB1814	10.4081000052
UniClust90_41457-HHEIGKBK_00584	61.1433258773
UniClust90_41457-HHEIGKBK_00584|unclassified	61.1433258773
UniClust90_41475-KMACJKEF_00765	61.1205359554
UniClust90_41475-KMACJKEF_00765|unclassified	61.1205359554
UniClust90_41554-MNEJGMPC_02823	61.1046759098
UniClust90_41554-MNEJGMPC_02823|unclassified	61.1046759098
UniRef90_G5SRB2	61.0842612283
UniRef90_G5SRB2|s__Bacteroides_faecis.t__SGB1860	28.5458656822
UniRef90_G5SRB2|s__Bacteroides_caccae.t__SGB1877	24.1241408000
UniRef90_G5SRB2|s__Phocaeicola_vulgatus.t__SGB1814	6.1373258895
UniRef90_G5SRB2|s__Bacteroides_uniformis.t__SGB1836	2.2769288565
UniClust90_4922-IKHLJEEB_02754	61.0615079429
UniClust90_4922-IKHLJEEB_02754|unclassified	61.0615079429
UniRef90_B0MUR0	61.0439145597
UniRef90_B0MUR0|s__Bacteroides_faecis.t__SGB1860	16.5790045606
UniRef90_B0MUR0|s__Bacteroides_caccae.t__SGB1877	16.1448376576
UniRef90_B0MUR0|s__Bacteroides_uniformis.t__SGB1836	11.0769015787
UniRef90_B0MUR0|s__Parabacteroides_distasonis.t__SGB1934	10.1322173505
UniRef90_B0MUR0|s__Phocaeicola_vulgatus.t__SGB1814	7.1109534124
UniRef90_F0F842	60.9624521153
UniRef90_F0F842|s__Bacteroides_caccae.t__SGB1877	25.6978893042
UniRef90_F0F842|s__Phocaeicola_vulgatus.t__SGB1814	20.6341376347
UniRef90_F0F842|s__Bacteroides_faecis.t__SGB1860	11.5589101365
UniRef90_F0F842|s__Parabacteroides_distasonis.t__SGB1934	2.8072524697
UniRef90_F0F842|s__Bacteroides_uniformis.t__SGB1836	0.2642625703
UniRef90_A0A1C6EFW6	60.9257087954
UniRef90_A0A1C6EFW6|unclassified	60.9257087954
UniClust90_4772-MDKBHOOM_00304	60.9053236883
UniClust90_4772-MDKBHOOM_00304|unclassified	60.9053236883
UniRef90_UNK25497-DFGHODMM_00589	60.9026382891
UniRef90_UNK25497-DFGHODMM_00589|unclassified	60.9026382891
UniClust90_4780-BBPEBMBF_00169	60.8682490980
UniClust90_4780-BBPEBMBF_00169|unclassified	60.8682490980
UniRef90_I7KIS9	60.8424597504
UniRef90_I7KIS9|unclassified	60.8424597504
UniRef90_Q89ZM7	60.8309867506
UniRef90_Q89ZM7|s__Bacteroides_caccae.t__SGB1877	19.3397713111
UniRef90_Q89ZM7|unclassified	17.1183863466
UniRef90_Q89ZM7|s__Phocaeicola_vulgatus.t__SGB1814	15.4717352380
UniRef90_Q89ZM7|s__Bacteroides_faecis.t__SGB1860	7.3944523872
UniRef90_Q89ZM7|s__Bacteroides_uniformis.t__SGB1836	1.5066414676
UniRef90_A0A3D5TB22	60.7497170099
UniRef90_A0A3D5TB22|unclassified	60.7497170099
UniRef90_A0A1C5U4D2	60.7369533921
UniRef90_A0A1C5U4D2|unclassified	60.7369533921
UniRef90_A0A174M501	60.7339204836
UniRef90_A0A174M501|unclassified	60.7339204836
UniRef90_C7GB17	60.7231120483
UniRef90_C7GB17|unclassified	60.7231120483
UniClust90_35554-MHOCECHH_00056	60.7070014579
UniClust90_35554-MHOCECHH_00056|unclassified	60.7070014579
UniRef90_A0A425VV24	60.6992273251
UniRef90_A0A425VV24|unclassified	60.6992273251
UniRef90_UNK15052-OIFJOLGM_00358	60.6523767604
UniRef90_UNK15052-OIFJOLGM_00358|unclassified	60.6523767604
UniRef90_UNK1814-NKDOCIKD_02232	60.6042161147
UniRef90_UNK1814-NKDOCIKD_02232|s__Phocaeicola_vulgatus.t__SGB1814	60.6042161147
UniClust90_14894-PLIAIJLC_00241	60.5145008688
UniClust90_14894-PLIAIJLC_00241|unclassified	60.5145008688
UniRef90_A0A354MX27	60.4243321371
UniRef90_A0A354MX27|unclassified	60.4243321371
UniRef90_B5CTQ4	60.3763788965
UniRef90_B5CTQ4|s__Phocaeicola_vulgatus.t__SGB1814	60.3763788965
UniClust90_4834-JINDDAMK_01949	60.3690497762
UniClust90_4834-JINDDAMK_01949|unclassified	60.3690497762
UniClust90_1860-DNINOCGG_04185	60.3632846144
UniClust90_1860-DNINOCGG_04185|s__Phocaeicola_vulgatus.t__SGB1814	60.3632846144
UniRef90_F7JJH2	60.3363939672
UniRef90_F7JJH2|unclassified	60.3363939672
UniRef90_UNK15326-KCGDLOEP_01590	60.3300007815
UniRef90_UNK15326-KCGDLOEP_01590|unclassified	60.3300007815
UniRef90_A0A174CSB9	60.2936580496
UniRef90_A0A174CSB9|unclassified	60.2936580496
UniRef90_D4M6G2	60.2920872798
UniRef90_D4M6G2|unclassified	60.2920872798
UniRef90_A0A416JL18	60.2835404958
UniRef90_A0A416JL18|unclassified	60.2835404958
UniClust90_4828-PJODDADO_00167	60.2773083478
UniClust90_4828-PJODDADO_00167|unclassified	60.2773083478
UniRef90_UNK41609-DBCBDBMM_01500	60.2735043226
UniRef90_UNK41609-DBCBDBMM_01500|unclassified	60.2735043226
